policy,retry_model,hotspot_probability,mpl,n,committed_tps_mean,committed_tps_ci95,observed_tps_mean,observed_tps_ci95,attempted_tps_mean,attempted_tps_ci95,error_rate_pct_mean,error_rate_pct_ci95,abort_rate_pct_mean,abort_rate_pct_ci95,latency_mean_ms_mean,latency_mean_ms_ci95
ssi,bounded_10,0.500000,64,5,6391.450000,2136.176628,6394.640000,2136.937057,7737.216667,2635.113908,0.051216,0.006336,17.252996,0.425076,10.887405,2.571971
ssi,bounded_10,0.900000,1,5,3266.026667,46.420173,3266.026667,46.420173,3266.026667,46.420173,0.000000,0.000000,0.000000,0.000000,0.300288,0.004261
ssi,bounded_10,0.900000,8,5,7371.066666,2634.430006,7371.270000,2634.494732,8376.156667,2993.615637,0.002798,0.000358,12.000104,0.048846,1.217718,0.380535
ssi,bounded_10,0.900000,32,5,5145.803333,1494.790975,5159.203333,1498.952044,7730.240000,2365.877101,0.258290,0.020281,33.162183,0.882566,6.651666,1.536790
ssi,bounded_10,0.900000,64,5,5102.866667,1515.777778,5116.630000,1520.434232,7884.540000,2438.888459,0.265565,0.017251,35.028885,0.827044,13.602131,3.559427
ssi,bounded_3,0.100000,1,5,3373.250000,65.153943,3373.250000,65.153943,3373.250000,65.153943,0.000000,0.000000,0.000000,0.000000,0.290890,0.005411
ssi,bounded_3,0.100000,8,5,8171.593333,2817.383112,8171.596667,2817.384635,8185.793333,2822.373509,0.000035,0.000069,0.172954,0.003702,1.076102,0.300344
ssi,bounded_3,0.100000,32,5,8627.626666,2926.737759,8628.000000,2926.867686,8687.960000,2947.976066,0.004314,0.001185,0.691450,0.010015,4.126688,1.218960
ssi,bounded_3,0.100000,64,5,7034.606667,1763.788054,7034.940000,1763.836741,7102.713333,1779.472925,0.004824,0.000732,0.962687,0.033957,9.582903,1.905375
ssi,bounded_3,0.500000,1,5,3496.500000,7.525559,3496.500000,7.525559,3496.500000,7.525559,0.000000,0.000000,0.000000,0.000000,0.280758,0.000591
ssi,bounded_3,0.500000,8,5,8515.323333,2615.021794,8516.250000,2615.277845,8867.966667,2724.993410,0.011073,0.001632,3.971094,0.033380,1.028125,0.312141
ssi,bounded_3,0.500000,32,5,6514.733334,1939.672431,6561.496667,1955.880396,7566.890000,2303.050277,0.705671,0.053532,13.776802,0.632478,5.211596,1.122646
ssi,bounded_3,0.500000,64,5,6281.180000,2264.742663,6340.876667,2289.616274,7487.446667,2750.007423,0.926481,0.053549,15.948366,0.500733,11.084293,2.673250
ssi,bounded_3,0.900000,1,5,3540.083333,7.054813,3540.083333,7.054813,3540.083333,7.054813,0.000000,0.000000,0.000000,0.000000,0.277329,0.000533
ssi,bounded_3,0.900000,8,5,7653.593333,2643.829147,7665.336667,2647.806485,8689.646667,3000.685623,0.153618,0.005449,11.926907,0.036227,1.162437,0.358759
ssi,bounded_3,0.900000,32,5,5652.193333,1736.347337,5848.550000,1807.647610,8229.026667,2638.734958,3.306428,0.219932,31.044541,0.973889,5.924242,1.470153
ssi,bounded_3,0.900000,64,5,5269.300000,1556.429911,5480.243333,1626.591753,7893.070000,2410.985574,3.805803,0.186181,33.029601,0.738306,12.690822,3.299944
ssi,unbounded,0.100000,1,5,3210.226666,184.659092,3210.226666,184.659092,3210.226666,184.659092,0.000000,0.000000,0.000000,0.000000,0.306807,0.018577
ssi,unbounded,0.100000,8,5,7946.306667,2695.631128,7946.306667,2695.631128,7959.890000,2699.935798,0.000000,0.000000,0.171690,0.006209,1.090378,0.267581
ssi,unbounded,0.100000,32,5,8182.923333,2360.472935,8182.923333,2360.472935,8241.036667,2377.705229,0.000000,0.000000,0.703687,0.024157,4.213872,1.054448
ssi,unbounded,0.100000,64,5,8209.506667,2557.316031,8209.506667,2557.316031,8291.506667,2582.780727,0.000000,0.000000,0.993308,0.080149,8.451952,2.085544
ssi,unbounded,0.500000,1,5,2988.920000,256.843286,2988.920000,256.843286,2988.920000,256.843286,0.000000,0.000000,0.000000,0.000000,0.331284,0.030415
ssi,unbounded,0.500000,8,5,8095.393333,2879.098410,8095.393333,2879.098410,8431.130000,2998.852983,0.000000,0.000000,3.980945,0.023455,1.107085,0.345448
ssi,unbounded,0.500000,32,5,6736.420000,2122.938507,6736.420000,2122.938507,7920.930000,2543.659538,0.000000,0.000000,14.806400,0.509433,5.142846,1.247684
ssi,unbounded,0.500000,64,5,7254.920000,2637.000758,7254.920000,2637.000758,8826.130000,3256.804073,0.000000,0.000000,17.627969,0.511121,10.014556,3.171402
ssi,unbounded,0.900000,1,5,3225.240000,393.933774,3225.240000,393.933774,3225.240000,393.933774,0.000000,0.000000,0.000000,0.000000,0.310071,0.046560
ssi,unbounded,0.900000,8,5,6988.833333,2311.432089,6988.833333,2311.432089,7944.500000,2628.791944,0.000000,0.000000,12.024384,0.032785,1.237582,0.302470
ssi,unbounded,0.900000,32,5,5150.920000,1640.647231,5150.920000,1640.647231,7640.256667,2611.288241,0.000000,0.000000,32.163412,1.339483,6.688321,1.476568
ssi,unbounded,0.900000,64,5,5150.453333,1418.493336,5150.453333,1418.493336,7996.686667,2251.675110,0.000000,0.000000,35.495222,0.508111,13.327090,3.214335
